county,office,district,town,precinct,candidate,party,votes,state_election_id
Orleans,Lieutenant Governor,,Westfield,,Randy Brock,Republican,46,82213
Chittenden,Lieutenant Governor,,Westford,,Randy Brock,Republican,159,82213
Windham,Lieutenant Governor,,Westminster,Windham 3,Randy Brock,Republican,7,82213
Windham,Lieutenant Governor,,Westminster,Windham 4,Randy Brock,Republican,82,82213
Orleans,Lieutenant Governor,,Westmore,,Randy Brock,Republican,36,82213
Windsor,Lieutenant Governor,,Weston,,Randy Brock,Republican,41,82213
Addison,Lieutenant Governor,,Weybridge,,Randy Brock,Republican,65,82213
Caledonia,Lieutenant Governor,,Wheelock,,Randy Brock,Republican,69,82213
Addison,Lieutenant Governor,,Whiting,,Randy Brock,Republican,20,82213
Windham,Lieutenant Governor,,Whitingham,Windham 6,Randy Brock,Republican,48,82213
Windham,Lieutenant Governor,,Whitingham,Windham-Bennington,Randy Brock,Republican,3,82213
Orange,Lieutenant Governor,,Williamstown,,Randy Brock,Republican,274,82213
Chittenden,Lieutenant Governor,,Williston,,Randy Brock,Republican,701,82213
Windham,Lieutenant Governor,,Wilmington,,Randy Brock,Republican,70,82213
Windham,Lieutenant Governor,,Windham,,Randy Brock,Republican,11,82213
Windsor,Lieutenant Governor,,Windsor,,Randy Brock,Republican,101,82213
Bennington,Lieutenant Governor,,Winhall,,Randy Brock,Republican,62,82213
Chittenden,Lieutenant Governor,,Winooski,,Randy Brock,Republican,172,82213
Lamoille,Lieutenant Governor,,Wolcott,,Randy Brock,Republican,91,82213
Washington,Lieutenant Governor,,Woodbury,,Randy Brock,Republican,89,82213
Bennington,Lieutenant Governor,,Woodford,,Randy Brock,Republican,10,82213
Windsor,Lieutenant Governor,,Woodstock,,Randy Brock,Republican,148,82213
Washington,Lieutenant Governor,,Worcester,,Randy Brock,Republican,59,82213
Addison,Lieutenant Governor,,Addison,,David Zuckerman,Republican,2,82213
Orleans,Lieutenant Governor,,Albany,,David Zuckerman,Republican,1,82213
Grand Isle,Lieutenant Governor,,Alburgh,,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Andover,Washington 3-1,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Arlington,Washington 3-2,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Athens,Washington 3-3,David Zuckerman,Republican,0,82213
Franklin,Lieutenant Governor,,Bakersfield,,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Baltimore,Barton Memorial,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Barnard,Orleans Memorial,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Barnet,,David Zuckerman,Republican,3,82213
Washington,Lieutenant Governor,,Barre City,Bennington 2-1,David Zuckerman,Republican,9,82213
Washington,Lieutenant Governor,,Barre Town,Bennington 2-1 Nb,David Zuckerman,Republican,38,82213
Orleans,Lieutenant Governor,,Barton,Bennington 2-2,David Zuckerman,Republican,5,82213
Lamoille,Lieutenant Governor,,Belvidere,Bennington 5,David Zuckerman,Republican,1,82213
Bennington,Lieutenant Governor,,Bennington,Bennington 2-1,David Zuckerman,Republican,2,82213
Bennington,Lieutenant Governor,,Bennington,Bennington 2-2,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Benson,,David Zuckerman,Republican,0,82213
Franklin,Lieutenant Governor,,Berkshire,,David Zuckerman,Republican,2,82213
Washington,Lieutenant Governor,,Berlin,,David Zuckerman,Republican,13,82213
Windsor,Lieutenant Governor,,Bethel,,David Zuckerman,Republican,1,82213
Essex,Lieutenant Governor,,Bloomfield,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Bolton,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Bradford,,David Zuckerman,Republican,6,82213
Orange,Lieutenant Governor,,Braintree,Windham 3-1,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Brandon,Windham 3-2,David Zuckerman,Republican,8,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-1,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-2,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-3,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Bridgewater,,David Zuckerman,Republican,1,82213
Addison,Lieutenant Governor,,Bridport,,David Zuckerman,Republican,1,82213
Essex,Lieutenant Governor,,Brighton,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Bristol,,David Zuckerman,Republican,3,82213
Orange,Lieutenant Governor,,Brookfield,,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Brookline,,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Brownington,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Brunswick,Chittenden 3-1 Ward 4,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Burke,Chittenden 3-1 Ward 7,David Zuckerman,Republican,2,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-1,David Zuckerman,Republican,4,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-2,David Zuckerman,Republican,7,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-3,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-4,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-5,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-6,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Burlington,Chittenden 6-7,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Cabot,Chittenden 3-3 Ward 6,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Calais,Chittenden 3-3 Ward 7,David Zuckerman,Republican,1,82213
Lamoille,Lieutenant Governor,,Cambridge,Chittenden 3-4 Ward 1,David Zuckerman,Republican,5,82213
Essex,Lieutenant Governor,,Canaan,Chittenden 3-4 Ward 2,David Zuckerman,Republican,3,82213
Rutland,Lieutenant Governor,,Castleton,Chittenden 3-4 Ward 6,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Cavendish,Chittenden 3-5 Ward 5,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Charleston,Chittenden 3-5 Ward 6,David Zuckerman,Republican,2,82213
Chittenden,Lieutenant Governor,,Charlotte,Chittenden 3-6 Ward 1,David Zuckerman,Republican,3,82213
Orange,Lieutenant Governor,,Chelsea,,David Zuckerman,Republican,6,82213
Windsor,Lieutenant Governor,,Chester,,David Zuckerman,Republican,3,82213
Rutland,Lieutenant Governor,,Chittenden,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Clarendon,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Colchester,Chittenden 9-1,David Zuckerman,Republican,2,82213
Chittenden,Lieutenant Governor,,Colchester,Chittenden 9-2,David Zuckerman,Republican,2,82213
Essex,Lieutenant Governor,,Concord,,David Zuckerman,Republican,2,82213
Orange,Lieutenant Governor,,Corinth,,David Zuckerman,Republican,3,82213
Addison,Lieutenant Governor,,Cornwall,,David Zuckerman,Republican,4,82213
Orleans,Lieutenant Governor,,Coventry,,David Zuckerman,Republican,5,82213
Orleans,Lieutenant Governor,,Craftsbury,,David Zuckerman,Republican,1,82213
Rutland,Lieutenant Governor,,Danby,,David Zuckerman,Republican,2,82213
Caledonia,Lieutenant Governor,,Danville,Chittenden 7-1,David Zuckerman,Republican,1,82213
Orleans,Lieutenant Governor,,Derby,Chittenden 7-2,David Zuckerman,Republican,2,82213
Bennington,Lieutenant Governor,,Dorset,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Dover,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Dummerston,,David Zuckerman,Republican,1,82213
Washington,Lieutenant Governor,,Duxbury,,David Zuckerman,Republican,5,82213
Essex,Lieutenant Governor,,East Haven,,David Zuckerman,Republican,1,82213
Washington,Lieutenant Governor,,East Montpelier,,David Zuckerman,Republican,2,82213
Lamoille,Lieutenant Governor,,Eden,,David Zuckerman,Republican,5,82213
Lamoille,Lieutenant Governor,,Elmore,,David Zuckerman,Republican,1,82213
Franklin,Lieutenant Governor,,Enosburgh,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Essex,Chittenden 8-1,David Zuckerman,Republican,3,82213
Chittenden,Lieutenant Governor,,Essex,Chittenden 8-2,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Essex,Chittenden 8-3,David Zuckerman,Republican,3,82213
Rutland,Lieutenant Governor,,Fair Haven,,David Zuckerman,Republican,2,82213
Franklin,Lieutenant Governor,,Fairfax,,David Zuckerman,Republican,2,82213
Franklin,Lieutenant Governor,,Fairfield,,David Zuckerman,Republican,1,82213
Orange,Lieutenant Governor,,Fairlee,,David Zuckerman,Republican,1,82213
Washington,Lieutenant Governor,,Fayston,,David Zuckerman,Republican,3,82213
Addison,Lieutenant Governor,,Ferrisburgh,Chittenden 6-1,David Zuckerman,Republican,0,82213
Franklin,Lieutenant Governor,,Fletcher,Chittenden 6-2,David Zuckerman,Republican,1,82213
Franklin,Lieutenant Governor,,Franklin,Chittenden 6-3,David Zuckerman,Republican,4,82213
Franklin,Lieutenant Governor,,Georgia,,David Zuckerman,Republican,2,82213
Orleans,Lieutenant Governor,,Glover,,David Zuckerman,Republican,8,82213
Addison,Lieutenant Governor,,Goshen,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Grafton,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Granby,,David Zuckerman,Republican,0,82213
Grand Isle,Lieutenant Governor,,Grand Isle,,David Zuckerman,Republican,3,82213
Addison,Lieutenant Governor,,Granville,,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Greensboro,,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Groton,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Guildhall,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Guilford,,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Halifax,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Hancock,,David Zuckerman,Republican,2,82213
Caledonia,Lieutenant Governor,,Hardwick,,David Zuckerman,Republican,4,82213
Windsor,Lieutenant Governor,,Hartford,Windsor 4-1,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Hartford,Windsor 4-2,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Hartland,,David Zuckerman,Republican,0,82213
Franklin,Lieutenant Governor,,Highgate,,David Zuckerman,Republican,6,82213
Chittenden,Lieutenant Governor,,Hinesburg,Chittenden 4-1,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Hinesburg,Chittenden 4-2,David Zuckerman,Republican,1,82213
Orleans,Lieutenant Governor,,Holland,,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Hubbardton,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Huntington,Windsor 6-1,David Zuckerman,Republican,0,82213
Lamoille,Lieutenant Governor,,Hyde Park,Windsor 6-2,David Zuckerman,Republican,8,82213
Rutland,Lieutenant Governor,,Ira,,David Zuckerman,Republican,1,82213
Orleans,Lieutenant Governor,,Irasburg,,David Zuckerman,Republican,8,82213
Grand Isle,Lieutenant Governor,,Isle La Motte,Chittenden 1-1,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Jamaica,Chittenden 1-2,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Jay,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Jericho,,David Zuckerman,Republican,1,82213
Lamoille,Lieutenant Governor,,Johnson,,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Killington,,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Kirby,Rutland 1-1,David Zuckerman,Republican,2,82213
Bennington,Lieutenant Governor,,Landgrove,Rutland 1-2,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Leicester,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Lemington,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Lincoln,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Londonderry,,David Zuckerman,Republican,2,82213
Orleans,Lieutenant Governor,,Lowell,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Ludlow,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Lunenburg,,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Lyndon,,David Zuckerman,Republican,3,82213
Essex,Lieutenant Governor,,Maidstone,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Manchester,,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Marlboro,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Marshfield,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Mendon,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Middlebury,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Middlesex,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Middletown Springs,,David Zuckerman,Republican,0,82213
Chittenden,Lieutenant Governor,,Milton,Chittenden 10,David Zuckerman,Republican,8,82213
Chittenden,Lieutenant Governor,,Milton,Grand Isle-Chittenden,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Monkton,,David Zuckerman,Republican,2,82213
Franklin,Lieutenant Governor,,Montgomery,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Montpelier,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Moretown,,David Zuckerman,Republican,3,82213
Orleans,Lieutenant Governor,,Morgan,,David Zuckerman,Republican,0,82213
Lamoille,Lieutenant Governor,,Morristown,,David Zuckerman,Republican,14,82213
Rutland,Lieutenant Governor,,Mount Holly,,David Zuckerman,Republican,1,82213
Rutland,Lieutenant Governor,,Mount Tabor,Chittenden 9,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,New Haven,Grand Isle-Chittenden 1-1,David Zuckerman,Republican,2,82213
Caledonia,Lieutenant Governor,,Newark,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Newbury,,David Zuckerman,Republican,3,82213
Windham,Lieutenant Governor,,Newfane,,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Newport City,,David Zuckerman,Republican,3,82213
Orleans,Lieutenant Governor,,Newport Town,,David Zuckerman,Republican,5,82213
Grand Isle,Lieutenant Governor,,North Hero,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Northfield,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Norton,,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Norwich,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Orange,,David Zuckerman,Republican,4,82213
Addison,Lieutenant Governor,,Orwell,Center Town House,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Panton,Town Office,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Pawlet,West River Village,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Peacham,,David Zuckerman,Republican,1,82213
Bennington,Lieutenant Governor,,Peru,,David Zuckerman,Republican,1,82213
Rutland,Lieutenant Governor,,Pittsfield,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Pittsford,,David Zuckerman,Republican,10,82213
Washington,Lieutenant Governor,,Plainfield,,David Zuckerman,Republican,4,82213
Windsor,Lieutenant Governor,,Plymouth,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Pomfret,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Poultney,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Pownal,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Proctor,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Putney,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Randolph,,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Reading,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Readsboro,,David Zuckerman,Republican,0,82213
Franklin,Lieutenant Governor,,Richford,,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Richmond,,David Zuckerman,Republican,2,82213
Addison,Lieutenant Governor,,Ripton,,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Rochester,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Rockingham,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Roxbury,,David Zuckerman,Republican,1,82213
Windsor,Lieutenant Governor,,Royalton,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Rupert,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Rutland City,Rutland 5-1,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Rutland City,Rutland 5-2,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Rutland City,Rutland 5-3,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Rutland City,Rutland 5-4,David Zuckerman,Republican,6,82213
Rutland,Lieutenant Governor,,Rutland Town,,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Ryegate,,David Zuckerman,Republican,1,82213
Addison,Lieutenant Governor,,Salisbury,,David Zuckerman,Republican,1,82213
Bennington,Lieutenant Governor,,Sandgate,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Searsburg,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Shaftsbury,,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Sharon,,David Zuckerman,Republican,3,82213
Caledonia,Lieutenant Governor,,Sheffield,Rutland 5-1,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Shelburne,Chittenden 5-1,David Zuckerman,Republican,4,82213
Chittenden,Lieutenant Governor,,Shelburne,Chittenden 5-2,David Zuckerman,Republican,5,82213
Franklin,Lieutenant Governor,,Sheldon,Rutland 5-4,David Zuckerman,Republican,5,82213
Addison,Lieutenant Governor,,Shoreham,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Shrewsbury,,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,South Burlington,Chittenden 7-1,David Zuckerman,Republican,2,82213
Chittenden,Lieutenant Governor,,South Burlington,Chittenden 7-2,David Zuckerman,Republican,3,82213
Chittenden,Lieutenant Governor,,South Burlington,Chittenden 7-3,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,South Burlington,Chittenden 7-4,David Zuckerman,Republican,4,82213
Grand Isle,Lieutenant Governor,,South Hero,,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,Springfield,Windsor 3-1,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Springfield,Windsor 3-2,David Zuckerman,Republican,7,82213
Franklin,Lieutenant Governor,,Saint Albans City,Chittenden 5-2,David Zuckerman,Republican,4,82213
Franklin,Lieutenant Governor,,Saint Albans Town,Franklin 3-1,David Zuckerman,Republican,1,82213
Franklin,Lieutenant Governor,,Saint Albans Town,Franklin 3-2,David Zuckerman,Republican,9,82213
Chittenden,Lieutenant Governor,,Saint George,,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Saint Johnsbury,Chittenden 3-10,David Zuckerman,Republican,6,82213
Bennington,Lieutenant Governor,,Stamford,Chittenden 3-7,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Stannard,Chittenden 3-8,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Starksboro,Chittenden 3-9,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Stockbridge,,David Zuckerman,Republican,5,82213
Lamoille,Lieutenant Governor,,Stowe,Windsor 1-1,David Zuckerman,Republican,4,82213
Orange,Lieutenant Governor,,Strafford,Windsor 1-2,David Zuckerman,Republican,2,82213
Windham,Lieutenant Governor,,Stratton,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Sudbury,,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Sunderland,Bennington 3,David Zuckerman,Republican,0,82213
Bennington,Lieutenant Governor,,Sunderland,Bennington 4,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Sutton,,David Zuckerman,Republican,3,82213
Franklin,Lieutenant Governor,,Swanton,,David Zuckerman,Republican,5,82213
Orange,Lieutenant Governor,,Thetford,,David Zuckerman,Republican,3,82213
Rutland,Lieutenant Governor,,Tinmouth,Rutland 2,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Tinmouth,Rutland-Bennington,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Topsham,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Townshend,,David Zuckerman,Republican,2,82213
Orleans,Lieutenant Governor,,Troy,Orleans 2,David Zuckerman,Republican,0,82213
Orleans,Lieutenant Governor,,Troy,Orleans-Lamoille,David Zuckerman,Republican,2,82213
Orange,Lieutenant Governor,,Tunbridge,,David Zuckerman,Republican,8,82213
Chittenden,Lieutenant Governor,,Underhill,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Vergennes,,David Zuckerman,Republican,2,82213
Windham,Lieutenant Governor,,Vernon,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Vershire,,David Zuckerman,Republican,0,82213
Essex,Lieutenant Governor,,Victory,,David Zuckerman,Republican,4,82213
Washington,Lieutenant Governor,,Waitsfield,,David Zuckerman,Republican,2,82213
Caledonia,Lieutenant Governor,,Walden,,David Zuckerman,Republican,2,82213
Rutland,Lieutenant Governor,,Wallingford,,David Zuckerman,Republican,0,82213
Addison,Lieutenant Governor,,Waltham,,David Zuckerman,Republican,2,82213
Windham,Lieutenant Governor,,Wardsboro,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Warren,,David Zuckerman,Republican,3,82213
Orange,Lieutenant Governor,,Washington,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Waterbury,,David Zuckerman,Republican,1,82213
Caledonia,Lieutenant Governor,,Waterford,,David Zuckerman,Republican,0,82213
Lamoille,Lieutenant Governor,,Waterville,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Weathersfield,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,Wells,,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,West Fairlee,,David Zuckerman,Republican,0,82213
Rutland,Lieutenant Governor,,West Haven,,David Zuckerman,Republican,1,82213
Rutland,Lieutenant Governor,,West Rutland,,David Zuckerman,Republican,2,82213
Windsor,Lieutenant Governor,,West Windsor,,David Zuckerman,Republican,1,82213
Orleans,Lieutenant Governor,,Westfield,,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Westford,,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Westminster,Windham 3,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Westminster,Windham 4,David Zuckerman,Republican,2,82213
Orleans,Lieutenant Governor,,Westmore,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Weston,,David Zuckerman,Republican,2,82213
Addison,Lieutenant Governor,,Weybridge,,David Zuckerman,Republican,0,82213
Caledonia,Lieutenant Governor,,Wheelock,,David Zuckerman,Republican,2,82213
Addison,Lieutenant Governor,,Whiting,,David Zuckerman,Republican,0,82213
Windham,Lieutenant Governor,,Whitingham,Windham 6,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Whitingham,Windham-Bennington,David Zuckerman,Republican,0,82213
Orange,Lieutenant Governor,,Williamstown,,David Zuckerman,Republican,21,82213
Chittenden,Lieutenant Governor,,Williston,,David Zuckerman,Republican,2,82213
Windham,Lieutenant Governor,,Wilmington,,David Zuckerman,Republican,1,82213
Windham,Lieutenant Governor,,Windham,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Windsor,,David Zuckerman,Republican,1,82213
Bennington,Lieutenant Governor,,Winhall,,David Zuckerman,Republican,1,82213
Chittenden,Lieutenant Governor,,Winooski,,David Zuckerman,Republican,0,82213
Lamoille,Lieutenant Governor,,Wolcott,,David Zuckerman,Republican,1,82213
Washington,Lieutenant Governor,,Woodbury,,David Zuckerman,Republican,4,82213
Bennington,Lieutenant Governor,,Woodford,,David Zuckerman,Republican,0,82213
Windsor,Lieutenant Governor,,Woodstock,,David Zuckerman,Republican,0,82213
Washington,Lieutenant Governor,,Worcester,,David Zuckerman,Republican,1,82213
Addison,Lieutenant Governor,,Addison,,Write Ins,Republican,1,82213
Orleans,Lieutenant Governor,,Albany,,Write Ins,Republican,0,82213
Grand Isle,Lieutenant Governor,,Alburgh,,Write Ins,Republican,3,82213
Windsor,Lieutenant Governor,,Andover,,Write Ins,Republican,0,82213
Bennington,Lieutenant Governor,,Arlington,,Write Ins,Republican,1,82213
Windham,Lieutenant Governor,,Athens,,Write Ins,Republican,0,82213
Franklin,Lieutenant Governor,,Bakersfield,,Write Ins,Republican,8,82213
Windsor,Lieutenant Governor,,Baltimore,,Write Ins,Republican,1,82213
Windsor,Lieutenant Governor,,Barnard,,Write Ins,Republican,1,82213
Caledonia,Lieutenant Governor,,Barnet,,Write Ins,Republican,0,82213
Washington,Lieutenant Governor,,Barre City,,Write Ins,Republican,25,82213
Washington,Lieutenant Governor,,Barre Town,,Write Ins,Republican,59,82213
Orleans,Lieutenant Governor,,Barton,,Write Ins,Republican,10,82213
Lamoille,Lieutenant Governor,,Belvidere,,Write Ins,Republican,1,82213
Bennington,Lieutenant Governor,,Bennington,Bennington 2-1,Write Ins,Republican,52,82213
Bennington,Lieutenant Governor,,Bennington,Bennington 2-2,Write Ins,Republican,62,82213
Rutland,Lieutenant Governor,,Benson,Washington 3-1,Write Ins,Republican,1,82213
Franklin,Lieutenant Governor,,Berkshire,Washington 3-2,Write Ins,Republican,2,82213
Washington,Lieutenant Governor,,Berlin,Washington 3-3,Write Ins,Republican,12,82213
Windsor,Lieutenant Governor,,Bethel,,Write Ins,Republican,5,82213
Essex,Lieutenant Governor,,Bloomfield,Barton Memorial,Write Ins,Republican,0,82213
Chittenden,Lieutenant Governor,,Bolton,Orleans Memorial,Write Ins,Republican,2,82213
Orange,Lieutenant Governor,,Bradford,,Write Ins,Republican,8,82213
Orange,Lieutenant Governor,,Braintree,Bennington 2-1,Write Ins,Republican,1,82213
Rutland,Lieutenant Governor,,Brandon,Bennington 2-1 Nb,Write Ins,Republican,3,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-1,Write Ins,Republican,19,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-2,Write Ins,Republican,4,82213
Windham,Lieutenant Governor,,Brattleboro,Windham 2-3,Write Ins,Republican,11,82213
Windsor,Lieutenant Governor,,Bridgewater,,Write Ins,Republican,3,82213
Addison,Lieutenant Governor,,Bridport,,Write Ins,Republican,2,82213
Essex,Lieutenant Governor,,Brighton,,Write Ins,Republican,6,82213
Addison,Lieutenant Governor,,Bristol,,Write Ins,Republican,5,82213
Orange,Lieutenant Governor,,Brookfield,,Write Ins,Republican,4,82213
Windham,Lieutenant Governor,,Brookline,,Write Ins,Republican,0,82213
Orleans,Lieutenant Governor,,Brownington,,Write Ins,Republican,2,82213
Essex,Lieutenant Governor,,Brunswick,,Write Ins,Republican,0,82213
